source_file,cp_id,arrival,departure,duration_min,energy_kWh,avg_kW,peak_kW,n_steps
profile_1.csv,profile_1,2025-01-29 20:30:00+01:00,2025-01-29 23:45:00+01:00,195.0,33.5,10.307692307692308,11.0,13
profile_1.csv,profile_1,2025-01-30 23:45:00+01:00,2025-01-31 03:00:00+01:00,195.0,33.7,10.36923076923077,11.0,13
profile_1.csv,profile_1,2025-02-02 22:45:00+01:00,2025-02-03 02:00:00+01:00,195.0,30.599999999999994,9.415384615384614,11.0,13
profile_1.csv,profile_1,2025-02-03 08:45:00+01:00,2025-02-03 10:00:00+01:00,75.0,11.700000000000003,9.360000000000003,11.0,5
profile_1.csv,profile_1,2025-02-04 11:30:00+01:00,2025-02-04 12:45:00+01:00,75.0,13.400000000000006,10.720000000000004,11.0,5
profile_1.csv,profile_1,2025-02-04 15:30:00+01:00,2025-02-04 17:00:00+01:00,90.0,14.200000000000003,9.466666666666669,11.0,6
profile_1.csv,profile_1,2025-02-05 09:15:00+01:00,2025-02-05 10:30:00+01:00,75.0,11.799999999999997,9.439999999999998,11.0,5
profile_1.csv,profile_1,2025-02-05 16:00:00+01:00,2025-02-05 19:00:00+01:00,180.0,25.875,8.625,8.625,12
profile_1.csv,profile_1,2025-02-06 15:45:00+01:00,2025-02-06 18:45:00+01:00,180.0,30.900000000000006,10.300000000000002,11.0,12
profile_1.csv,profile_1,2025-02-07 15:30:00+01:00,2025-02-07 18:15:00+01:00,165.0,29.200000000000003,10.618181818181819,11.0,11
profile_1.csv,profile_1,2025-02-08 12:45:00+01:00,2025-02-08 13:30:00+01:00,45.0,7.0,9.333333333333334,11.0,3
profile_1.csv,profile_1,2025-02-11 18:15:00+01:00,2025-02-11 22:45:00+01:00,270.0,45.5,10.11111111111111,11.0,18
profile_1.csv,profile_1,2025-02-12 15:30:00+01:00,2025-02-12 19:30:00+01:00,240.0,44.0,11.0,11.0,16
profile_1.csv,profile_1,2025-02-13 20:30:00+01:00,2025-02-13 23:15:00+01:00,165.0,30.0,10.909090909090908,11.0,11
profile_1.csv,profile_1,2025-02-15 16:45:00+01:00,2025-02-15 20:00:00+01:00,195.0,35.75,11.0,11.0,13
profile_1.csv,profile_1,2025-02-16 14:15:00+01:00,2025-02-16 18:15:00+01:00,240.0,41.900000000000006,10.475000000000001,11.0,16
profile_1.csv,profile_1,2025-02-17 20:15:00+01:00,2025-02-17 23:00:00+01:00,165.0,28.7,10.436363636363636,11.0,11
profile_1.csv,profile_1,2025-02-19 19:45:00+01:00,2025-02-19 22:00:00+01:00,135.0,21.400000000000002,9.511111111111113,11.0,9
profile_1.csv,profile_1,2025-02-21 01:15:00+01:00,2025-02-21 04:15:00+01:00,180.0,30.900000000000006,10.300000000000002,11.0,12
profile_1.csv,profile_1,2025-02-21 17:00:00+01:00,2025-02-21 19:15:00+01:00,135.0,22.799999999999997,10.133333333333333,11.0,9
profile_1.csv,profile_1,2025-02-23 11:30:00+01:00,2025-02-23 12:00:00+01:00,30.0,4.0,8.0,11.0,2
profile_1.csv,profile_1,2025-02-23 17:00:00+01:00,2025-02-23 18:45:00+01:00,105.0,17.0,9.714285714285714,11.0,7
profile_1.csv,profile_1,2025-02-23 19:15:00+01:00,2025-02-23 19:45:00+01:00,30.0,4.799999999999997,9.599999999999994,11.0,2
profile_1.csv,profile_1,2025-02-24 13:00:00+01:00,2025-02-24 15:00:00+01:00,120.0,21.2,10.6,11.0,8
profile_1.csv,profile_1,2025-02-24 16:30:00+01:00,2025-02-24 18:00:00+01:00,90.0,16.5,11.0,11.0,6
profile_1.csv,profile_1,2025-02-25 14:00:00+01:00,2025-02-25 14:30:00+01:00,30.0,4.200000000000003,8.400000000000006,11.0,2
profile_1.csv,profile_1,2025-02-26 12:15:00+01:00,2025-02-26 14:00:00+01:00,105.0,18.900000000000006,10.800000000000002,11.0,7
profile_1.csv,profile_1,2025-02-26 15:15:00+01:00,2025-02-26 16:15:00+01:00,60.0,7.599999999999994,7.599999999999994,8.625,4
profile_1.csv,profile_1,2025-02-26 16:45:00+01:00,2025-02-26 17:45:00+01:00,60.0,6.800000000000004,6.800000000000004,8.625,4
profile_1.csv,profile_1,2025-02-26 19:15:00+01:00,2025-02-26 20:00:00+01:00,45.0,5.900000000000006,7.866666666666674,11.0,3
profile_1.csv,profile_1,2025-02-27 14:45:00+01:00,2025-02-27 15:15:00+01:00,30.0,3.299999999999997,6.599999999999994,11.0,2
profile_1.csv,profile_1,2025-02-27 20:30:00+01:00,2025-02-27 21:00:00+01:00,30.0,3.199999999999999,6.399999999999998,8.784722222222213,2
profile_1.csv,profile_1,2025-02-28 17:00:00+01:00,2025-02-28 19:45:00+01:00,165.0,24.599999999999994,8.945454545454544,11.0,11
profile_1.csv,profile_1,2025-03-02 11:45:00+01:00,2025-03-02 12:30:00+01:00,45.0,6.0,8.0,11.0,3
profile_1.csv,profile_1,2025-03-03 21:15:00+01:00,2025-03-04 04:45:00+01:00,450.0,70.2,9.360000000000001,11.0,30
profile_1.csv,profile_1,2025-03-08 12:45:00+01:00,2025-03-08 13:30:00+01:00,45.0,7.0,9.333333333333334,11.0,3
profile_1.csv,profile_1,2025-03-09 11:00:00+01:00,2025-03-09 17:30:00+01:00,390.0,68.50000000000001,10.53846153846154,11.0,26
profile_1.csv,profile_1,2025-03-10 19:00:00+01:00,2025-03-10 23:45:00+01:00,285.0,42.0,8.842105263157896,11.0,19
profile_1.csv,profile_1,2025-03-11 18:15:00+01:00,2025-03-11 18:30:00+01:00,15.0,2.200000000000003,8.800000000000011,8.800000000000011,1
profile_1.csv,profile_1,2025-03-12 18:30:00+01:00,2025-03-13 00:00:00+01:00,330.0,59.5,10.818181818181818,11.0,22
profile_1.csv,profile_1,2025-03-14 09:00:00+01:00,2025-03-14 10:00:00+01:00,60.0,8.5,8.5,11.0,4
profile_1.csv,profile_1,2025-03-15 09:15:00+01:00,2025-03-15 10:00:00+01:00,45.0,6.0,8.0,11.0,3
profile_1.csv,profile_1,2025-03-16 12:00:00+01:00,2025-03-16 12:45:00+01:00,45.0,5.599999999999994,7.466666666666659,11.0,3
profile_1.csv,profile_1,2025-03-16 19:45:00+01:00,2025-03-16 20:45:00+01:00,60.0,9.099999999999994,9.099999999999994,11.0,4
profile_1.csv,profile_1,2025-03-17 19:15:00+01:00,2025-03-17 19:45:00+01:00,30.0,5.400000000000006,10.800000000000011,11.0,2
profile_1.csv,profile_1,2025-03-18 08:00:00+01:00,2025-03-18 09:15:00+01:00,75.0,9.2,7.359999999999999,11.0,5
profile_1.csv,profile_1,2025-03-18 13:30:00+01:00,2025-03-18 14:00:00+01:00,30.0,3.0,6.0,11.0,2
profile_1.csv,profile_1,2025-03-18 14:45:00+01:00,2025-03-18 15:15:00+01:00,30.0,3.200000000000003,6.400000000000006,11.0,2
profile_1.csv,profile_1,2025-03-18 18:00:00+01:00,2025-03-18 18:15:00+01:00,15.0,2.200000000000003,8.800000000000011,8.800000000000011,1
profile_1.csv,profile_1,2025-03-19 12:30:00+01:00,2025-03-19 13:15:00+01:00,45.0,8.099999999999994,10.799999999999992,11.0,3
profile_1.csv,profile_1,2025-03-19 17:45:00+01:00,2025-03-19 18:15:00+01:00,30.0,4.400000000000006,8.800000000000011,11.0,2
profile_1.csv,profile_1,2025-03-19 19:15:00+01:00,2025-03-19 19:45:00+01:00,30.0,4.099999999999994,8.199999999999989,11.0,2
profile_1.csv,profile_1,2025-03-19 22:15:00+01:00,2025-03-19 23:15:00+01:00,60.0,9.599999999999994,9.599999999999994,11.0,4
profile_1.csv,profile_1,2025-03-20 10:30:00+01:00,2025-03-20 10:45:00+01:00,15.0,1.7999999999999972,7.199999999999989,7.199999999999989,1
profile_1.csv,profile_1,2025-03-20 13:45:00+01:00,2025-03-20 14:00:00+01:00,15.0,2.0999999999999943,8.399999999999977,8.399999999999977,1
profile_1.csv,profile_1,2025-03-20 15:45:00+01:00,2025-03-20 16:00:00+01:00,15.0,1.5,6.0,6.0,1
profile_1.csv,profile_1,2025-03-20 18:45:00+01:00,2025-03-20 19:00:00+01:00,15.0,2.599999999999994,10.399999999999975,10.399999999999975,1
profile_1.csv,profile_1,2025-03-21 09:00:00+01:00,2025-03-21 10:00:00+01:00,60.0,10.200000000000003,10.200000000000003,11.0,4
profile_1.csv,profile_1,2025-03-21 19:00:00+01:00,2025-03-21 19:30:00+01:00,30.0,4.200000000000003,8.400000000000006,11.0,2
profile_1.csv,profile_1,2025-03-22 09:15:00+01:00,2025-03-22 09:30:00+01:00,15.0,1.2999999999999972,5.199999999999989,5.199999999999989,1
profile_1.csv,profile_1,2025-03-22 14:15:00+01:00,2025-03-22 14:45:00+01:00,30.0,4.599999999999994,9.199999999999989,11.0,2
profile_1.csv,profile_1,2025-03-23 11:30:00+01:00,2025-03-23 12:00:00+01:00,30.0,3.0999999999999943,6.199999999999989,11.0,2
profile_1.csv,profile_1,2025-03-23 13:45:00+01:00,2025-03-23 14:15:00+01:00,30.0,3.4000000000000057,6.800000000000011,11.0,2
profile_1.csv,profile_1,2025-03-23 16:30:00+01:00,2025-03-23 17:15:00+01:00,45.0,4.400000000000009,5.866666666666679,11.0,3
profile_1.csv,profile_1,2025-03-25 21:15:00+01:00,2025-03-26 02:00:00+01:00,285.0,50.3,10.589473684210526,11.0,19
profile_1.csv,profile_1,2025-03-26 21:00:00+01:00,2025-03-27 02:00:00+01:00,300.0,42.900000000000006,8.580000000000002,11.0,20
profile_1.csv,profile_1,2025-03-29 21:15:00+01:00,2025-03-30 00:45:00+01:00,210.0,38.2,10.914285714285715,11.0,14
profile_1.csv,profile_1,2025-03-30 17:15:00+02:00,2025-03-30 18:00:00+02:00,45.0,7.9999999999999964,10.666666666666663,11.0,3
profile_1.csv,profile_1,2025-04-04 13:00:00+02:00,2025-04-04 14:15:00+02:00,75.0,13.5,10.8,11.0,5
profile_1.csv,profile_1,2025-04-07 17:00:00+02:00,2025-04-07 19:30:00+02:00,150.0,27.099999999999994,10.839999999999998,11.0,10
profile_1.csv,profile_1,2025-04-09 12:00:00+02:00,2025-04-09 12:15:00+02:00,15.0,1.5999999999999943,6.399999999999977,6.399999999999977,1
profile_1.csv,profile_1,2025-04-10 12:15:00+02:00,2025-04-10 12:30:00+02:00,15.0,1.2999999999999972,5.199999999999989,5.199999999999989,1
profile_1.csv,profile_1,2025-04-10 18:30:00+02:00,2025-04-10 21:30:00+02:00,180.0,32.900000000000006,10.966666666666669,11.0,12
profile_1.csv,profile_1,2025-04-13 11:15:00+02:00,2025-04-13 12:30:00+02:00,75.0,13.599999999999994,10.879999999999995,11.0,5
profile_1.csv,profile_1,2025-04-13 18:45:00+02:00,2025-04-13 22:00:00+02:00,195.0,33.400000000000006,10.27692307692308,11.0,13
profile_1.csv,profile_1,2025-04-15 09:15:00+02:00,2025-04-15 13:00:00+02:00,225.0,40.099999999999994,10.693333333333332,11.0,15
profile_1.csv,profile_1,2025-04-16 14:30:00+02:00,2025-04-16 15:45:00+02:00,75.0,12.900000000000006,10.320000000000004,11.0,5
profile_1.csv,profile_1,2025-04-17 16:30:00+02:00,2025-04-17 19:15:00+02:00,165.0,29.599999999999994,10.763636363636362,11.0,11
profile_1.csv,profile_1,2025-04-18 09:00:00+02:00,2025-04-18 12:30:00+02:00,210.0,31.599999999999994,9.028571428571427,11.0,14
profile_1.csv,profile_1,2025-04-18 16:00:00+02:00,2025-04-18 21:00:00+02:00,300.0,55.0,11.0,11.0,20
profile_1.csv,profile_1,2025-04-21 18:00:00+02:00,2025-04-21 19:00:00+02:00,60.0,7.1,7.1,10.690140845070422,4
profile_1.csv,profile_1,2025-04-22 16:00:00+02:00,2025-04-22 21:15:00+02:00,315.0,51.3,9.77142857142857,11.0,21
profile_1.csv,profile_1,2025-04-23 13:15:00+02:00,2025-04-23 13:45:00+02:00,30.0,3.0999999999999943,6.199999999999989,11.0,2
profile_1.csv,profile_1,2025-04-23 17:15:00+02:00,2025-04-23 18:00:00+02:00,45.0,7.900000000000006,10.53333333333334,11.0,3
profile_1.csv,profile_1,2025-04-23 22:45:00+02:00,2025-04-23 23:45:00+02:00,60.0,9.799999999999997,9.799999999999997,11.0,4
profile_1.csv,profile_1,2025-04-24 19:00:00+02:00,2025-04-24 19:30:00+02:00,30.0,5.5,11.0,11.0,2
profile_1.csv,profile_1,2025-04-24 20:45:00+02:00,2025-04-24 21:45:00+02:00,60.0,9.200000000000003,9.200000000000003,11.0,4
profile_1.csv,profile_1,2025-04-25 12:45:00+02:00,2025-04-25 13:30:00+02:00,45.0,5.599999999999994,7.466666666666659,11.0,3
profile_1.csv,profile_1,2025-04-25 18:15:00+02:00,2025-04-25 19:15:00+02:00,60.0,8.299999999999997,8.299999999999997,11.0,4
profile_1.csv,profile_1,2025-04-26 15:45:00+02:00,2025-04-26 16:45:00+02:00,60.0,8.400000000000006,8.400000000000006,11.0,4
profile_1.csv,profile_1,2025-04-27 13:15:00+02:00,2025-04-27 14:00:00+02:00,45.0,8.200000000000003,10.933333333333337,11.0,3
profile_1.csv,profile_1,2025-04-27 18:15:00+02:00,2025-04-27 18:45:00+02:00,30.0,3.4000000000000057,6.800000000000011,11.0,2
profile_1.csv,profile_1,2025-04-27 22:15:00+02:00,2025-04-27 23:15:00+02:00,60.0,10.200000000000003,10.200000000000003,11.0,4
profile_1.csv,profile_1,2025-04-28 16:30:00+02:00,2025-04-28 20:00:00+02:00,210.0,38.3,10.942857142857141,11.0,14
profile_1.csv,profile_1,2025-04-29 09:15:00+02:00,2025-04-29 11:45:00+02:00,150.0,25.900000000000006,10.360000000000003,11.0,10
profile_1.csv,profile_1,2025-04-30 09:30:00+02:00,2025-04-30 10:00:00+02:00,30.0,4.099999999999994,8.199999999999989,8.625,2
profile_1.csv,profile_1,2025-05-01 01:00:00+02:00,2025-05-01 01:45:00+02:00,45.0,7.900000000000006,10.53333333333334,11.0,3
profile_1.csv,profile_1,2025-05-01 16:15:00+02:00,2025-05-01 16:45:00+02:00,30.0,5.400000000000006,10.800000000000011,11.0,2
profile_1.csv,profile_1,2025-05-02 14:30:00+02:00,2025-05-02 15:00:00+02:00,30.0,5.0,10.0,11.0,2
profile_1.csv,profile_1,2025-05-04 11:30:00+02:00,2025-05-04 15:15:00+02:00,225.0,38.099999999999994,10.159999999999998,11.0,15
profile_1.csv,profile_1,2025-05-05 18:00:00+02:00,2025-05-05 19:00:00+02:00,60.0,7.099999999999994,7.099999999999994,8.625,4
profile_1.csv,profile_1,2025-05-07 19:30:00+02:00,2025-05-07 23:15:00+02:00,225.0,38.8,10.346666666666666,11.0,15
profile_1.csv,profile_1,2025-05-08 21:30:00+02:00,2025-05-08 22:45:00+02:00,75.0,11.799999999999997,9.439999999999998,11.0,5
profile_1.csv,profile_1,2025-05-09 17:00:00+02:00,2025-05-09 17:30:00+02:00,30.0,3.0999999999999943,6.199999999999989,11.0,2
profile_1.csv,profile_1,2025-05-12 14:30:00+02:00,2025-05-12 17:30:00+02:00,180.0,32.8,10.933333333333332,11.0,12
profile_1.csv,profile_1,2025-05-12 21:15:00+02:00,2025-05-12 21:45:00+02:00,30.0,4.3125,8.625,8.625,2
profile_1.csv,profile_1,2025-05-12 22:30:00+02:00,2025-05-12 23:30:00+02:00,60.0,9.200000000000003,9.200000000000003,11.0,4
profile_1.csv,profile_1,2025-05-13 08:45:00+02:00,2025-05-13 09:45:00+02:00,60.0,10.5,10.5,11.0,4
profile_1.csv,profile_1,2025-05-13 20:30:00+02:00,2025-05-13 22:45:00+02:00,135.0,23.299999999999997,10.355555555555554,11.0,9
profile_1.csv,profile_1,2025-05-14 18:45:00+02:00,2025-05-14 21:00:00+02:00,135.0,22.299999999999997,9.91111111111111,11.0,9
profile_1.csv,profile_1,2025-05-15 20:15:00+02:00,2025-05-15 23:00:00+02:00,165.0,27.599999999999994,10.036363636363633,11.0,11
profile_1.csv,profile_1,2025-05-17 09:15:00+02:00,2025-05-17 09:45:00+02:00,30.0,5.5,11.0,11.0,2
profile_1.csv,profile_1,2025-05-17 15:45:00+02:00,2025-05-17 17:45:00+02:00,120.0,20.5,10.25,11.0,8
profile_1.csv,profile_1,2025-05-17 20:15:00+02:00,2025-05-17 21:00:00+02:00,45.0,8.25,11.0,11.0,3
profile_1.csv,profile_1,2025-05-17 21:15:00+02:00,2025-05-17 23:30:00+02:00,135.0,23.799999999999997,10.577777777777776,11.0,9
profile_1.csv,profile_1,2025-05-20 16:00:00+02:00,2025-05-20 16:15:00+02:00,15.0,1.9000000000000057,7.600000000000023,7.600000000000023,1
profile_1.csv,profile_1,2025-05-20 17:30:00+02:00,2025-05-20 18:30:00+02:00,60.0,9.099999999999994,9.099999999999994,11.0,4
profile_1.csv,profile_1,2025-05-21 18:45:00+02:00,2025-05-21 23:45:00+02:00,300.0,52.900000000000006,10.580000000000002,11.0,20
profile_1.csv,profile_1,2025-05-22 22:45:00+02:00,2025-05-22 23:45:00+02:00,60.0,10.599999999999994,10.599999999999994,11.0,4
profile_1.csv,profile_1,2025-05-23 18:15:00+02:00,2025-05-23 19:15:00+02:00,60.0,9.0,9.0,10.125,4
profile_1.csv,profile_1,2025-05-24 16:30:00+02:00,2025-05-24 17:00:00+02:00,30.0,3.299999999999997,6.599999999999994,11.0,2
profile_1.csv,profile_1,2025-05-24 22:30:00+02:00,2025-05-24 23:30:00+02:00,60.0,7.200000000000006,7.200000000000006,11.0,4
profile_1.csv,profile_1,2025-05-26 14:45:00+02:00,2025-05-26 15:45:00+02:00,60.0,9.599999999999994,9.599999999999994,11.0,4
profile_1.csv,profile_1,2025-05-27 15:00:00+02:00,2025-05-27 15:15:00+02:00,15.0,1.7000000000000028,6.800000000000011,6.800000000000011,1
profile_1.csv,profile_1,2025-05-27 19:00:00+02:00,2025-05-27 20:00:00+02:00,60.0,6.3000000000000025,6.3000000000000025,8.625,4
profile_1.csv,profile_1,2025-05-29 18:00:00+02:00,2025-05-29 18:45:00+02:00,45.0,7.700000000000003,10.266666666666671,11.0,3
profile_1.csv,profile_1,2025-05-30 18:00:00+02:00,2025-05-30 19:15:00+02:00,75.0,9.5,7.6,8.625,5
profile_1.csv,profile_1,2025-05-31 18:00:00+02:00,2025-05-31 18:15:00+02:00,15.0,2.0,8.0,8.0,1
profile_1.csv,profile_1,2025-06-01 17:45:00+02:00,2025-06-01 18:30:00+02:00,45.0,7.700000000000003,10.266666666666671,11.0,3
profile_1.csv,profile_1,2025-06-02 18:15:00+02:00,2025-06-02 21:45:00+02:00,210.0,36.5,10.428571428571429,11.0,14
profile_1.csv,profile_1,2025-06-03 18:00:00+02:00,2025-06-03 18:30:00+02:00,30.0,2.4000000000000123,4.800000000000025,8.038834951456321,2
profile_1.csv,profile_1,2025-06-04 17:45:00+02:00,2025-06-04 18:00:00+02:00,15.0,2.200000000000003,8.800000000000011,8.800000000000011,1
profile_1.csv,profile_1,2025-06-04 21:45:00+02:00,2025-06-05 01:30:00+02:00,225.0,40.7,10.853333333333333,11.0,15
profile_1.csv,profile_1,2025-06-05 17:15:00+02:00,2025-06-05 19:30:00+02:00,135.0,21.427083333333332,9.523148148148147,11.0,9
profile_1.csv,profile_1,2025-06-12 17:00:00+02:00,2025-06-12 18:00:00+02:00,60.0,8.299999999999997,8.299999999999997,11.0,4
profile_1.csv,profile_1,2025-06-13 21:00:00+02:00,2025-06-13 21:30:00+02:00,30.0,3.299999999999997,6.599999999999994,11.0,2
profile_1.csv,profile_1,2025-06-16 08:00:00+02:00,2025-06-16 09:15:00+02:00,75.0,9.100000000000001,7.280000000000001,11.0,5
profile_1.csv,profile_1,2025-06-17 08:00:00+02:00,2025-06-17 09:15:00+02:00,75.0,9.2,7.359999999999999,11.0,5
profile_1.csv,profile_1,2025-06-17 13:30:00+02:00,2025-06-17 14:00:00+02:00,30.0,3.0,6.0,11.0,2
profile_1.csv,profile_1,2025-06-17 14:45:00+02:00,2025-06-17 15:15:00+02:00,30.0,3.200000000000003,6.400000000000006,11.0,2
profile_1.csv,profile_1,2025-06-17 18:00:00+02:00,2025-06-17 18:15:00+02:00,15.0,2.200000000000003,8.800000000000011,8.800000000000011,1
profile_1.csv,profile_1,2025-06-18 12:30:00+02:00,2025-06-18 13:15:00+02:00,45.0,8.099999999999994,10.799999999999992,11.0,3
profile_1.csv,profile_1,2025-06-18 17:45:00+02:00,2025-06-18 18:15:00+02:00,30.0,4.400000000000006,8.800000000000011,11.0,2
profile_1.csv,profile_1,2025-06-18 19:15:00+02:00,2025-06-18 19:45:00+02:00,30.0,4.099999999999994,8.199999999999989,11.0,2
profile_1.csv,profile_1,2025-06-18 22:15:00+02:00,2025-06-18 23:15:00+02:00,60.0,9.599999999999994,9.599999999999994,11.0,4
profile_1.csv,profile_1,2025-06-19 10:30:00+02:00,2025-06-19 10:45:00+02:00,15.0,1.7999999999999972,7.199999999999989,7.199999999999989,1
profile_1.csv,profile_1,2025-06-19 13:45:00+02:00,2025-06-19 14:00:00+02:00,15.0,2.0999999999999943,8.399999999999977,8.399999999999977,1
profile_1.csv,profile_1,2025-06-19 15:45:00+02:00,2025-06-19 16:00:00+02:00,15.0,1.5,6.0,6.0,1
profile_1.csv,profile_1,2025-06-19 18:45:00+02:00,2025-06-19 19:00:00+02:00,15.0,2.599999999999994,10.399999999999975,10.399999999999975,1
profile_1.csv,profile_1,2025-06-20 09:00:00+02:00,2025-06-20 10:00:00+02:00,60.0,10.200000000000003,10.200000000000003,11.0,4
profile_1.csv,profile_1,2025-06-20 19:00:00+02:00,2025-06-20 19:30:00+02:00,30.0,4.200000000000003,8.400000000000006,11.0,2
profile_1.csv,profile_1,2025-06-21 09:15:00+02:00,2025-06-21 09:30:00+02:00,15.0,1.2999999999999972,5.199999999999989,5.199999999999989,1
profile_1.csv,profile_1,2025-06-21 14:15:00+02:00,2025-06-21 14:45:00+02:00,30.0,4.599999999999994,9.199999999999989,11.0,2
profile_1.csv,profile_1,2025-06-22 11:30:00+02:00,2025-06-22 12:00:00+02:00,30.0,3.0999999999999943,6.199999999999989,11.0,2
profile_1.csv,profile_1,2025-06-22 13:45:00+02:00,2025-06-22 14:15:00+02:00,30.0,3.4000000000000057,6.800000000000011,11.0,2
profile_1.csv,profile_1,2025-06-22 16:30:00+02:00,2025-06-22 17:15:00+02:00,45.0,4.400000000000009,5.866666666666679,11.0,3
profile_1.csv,profile_1,2025-06-23 09:00:00+02:00,2025-06-23 10:00:00+02:00,60.0,9.200000000000003,9.200000000000003,11.0,4
profile_1.csv,profile_1,2025-06-24 11:00:00+02:00,2025-06-24 15:00:00+02:00,240.0,42.400000000000006,10.600000000000001,11.0,16
profile_1.csv,profile_1,2025-06-27 21:00:00+02:00,2025-06-28 02:00:00+02:00,300.0,52.0,10.4,11.0,20
profile_1.csv,profile_1,2025-06-30 17:00:00+02:00,2025-06-30 23:15:00+02:00,375.0,66.1,10.575999999999999,11.0,25
profile_1.csv,profile_1,2025-07-01 18:00:00+02:00,2025-07-01 18:45:00+02:00,45.0,6.5,8.666666666666666,11.0,3
profile_1.csv,profile_1,2025-07-02 15:45:00+02:00,2025-07-02 16:00:00+02:00,15.0,1.9000000000000057,7.600000000000023,7.600000000000023,1
profile_1.csv,profile_1,2025-07-03 17:15:00+02:00,2025-07-03 18:00:00+02:00,45.0,6.299999999999997,8.399999999999997,11.0,3
profile_1.csv,profile_1,2025-07-04 15:00:00+02:00,2025-07-04 16:15:00+02:00,75.0,8.899999999999999,7.119999999999999,8.625,5
profile_1.csv,profile_1,2025-07-04 20:00:00+02:00,2025-07-04 20:30:00+02:00,30.0,3.5999999999999943,7.199999999999989,11.0,2
profile_1.csv,profile_1,2025-07-05 11:00:00+02:00,2025-07-05 11:45:00+02:00,45.0,6.0,8.0,11.0,3
profile_1.csv,profile_1,2025-07-06 17:45:00+02:00,2025-07-06 18:15:00+02:00,30.0,4.200000000000003,8.400000000000006,11.0,2
profile_1.csv,profile_1,2025-07-07 16:45:00+02:00,2025-07-07 17:30:00+02:00,45.0,6.599999999999994,8.799999999999992,11.0,3
profile_1.csv,profile_1,2025-07-08 11:15:00+02:00,2025-07-08 12:15:00+02:00,60.0,8.599999999999994,8.599999999999994,11.0,4
profile_1.csv,profile_1,2025-07-08 19:00:00+02:00,2025-07-08 19:45:00+02:00,45.0,6.5,8.666666666666666,11.0,3
profile_1.csv,profile_1,2025-07-09 16:00:00+02:00,2025-07-09 16:15:00+02:00,15.0,1.5999999999999943,6.399999999999977,6.399999999999977,1
profile_1.csv,profile_1,2025-07-09 20:15:00+02:00,2025-07-09 20:45:00+02:00,30.0,5.299999999999997,10.599999999999994,11.0,2
profile_1.csv,profile_1,2025-07-10 18:45:00+02:00,2025-07-10 19:30:00+02:00,45.0,6.299999999999997,8.399999999999997,11.0,3
