source_file,cp_id,arrival,departure,duration_min,energy_kWh,avg_kW,peak_kW,n_steps,pmax_kW
profile_1.csv,profile_1,2024-03-22T08:00:00Z,2024-03-22T09:00:00Z,60.0,10.200000000000005,10.200000000000005,11.0,4,11.0
profile_1.csv,profile_1,2024-03-22T18:00:00Z,2024-03-22T18:30:00Z,30.0,4.200000000000003,8.400000000000006,11.0,2,11.0
profile_1.csv,profile_1,2024-03-23T08:15:00Z,2024-03-23T08:30:00Z,15.0,1.2999999999999972,5.199999999999989,5.199999999999989,1,5.199999999999989
profile_1.csv,profile_1,2024-03-23T13:15:00Z,2024-03-23T13:45:00Z,30.0,4.599999999999994,9.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-03-24T10:30:00Z,2024-03-24T11:00:00Z,30.0,3.0999999999999943,6.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-03-24T12:45:00Z,2024-03-24T13:15:00Z,30.0,3.4000000000000057,6.800000000000011,11.0,2,11.0
profile_1.csv,profile_1,2024-03-24T15:30:00Z,2024-03-24T16:15:00Z,45.0,4.400000000000009,5.866666666666679,11.0,3,11.0
profile_1.csv,profile_1,2024-03-26T20:15:00Z,2024-03-27T01:00:00Z,285.0,50.3,10.589473684210526,11.0,19,11.0
profile_1.csv,profile_1,2024-03-27T20:00:00Z,2024-03-28T01:00:00Z,300.0,42.900000000000006,8.580000000000002,11.0,20,11.0
profile_1.csv,profile_1,2024-03-30T20:15:00Z,2024-03-30T23:45:00Z,210.0,38.2,10.914285714285716,11.0,14,11.0
profile_1.csv,profile_1,2024-03-31T15:15:00Z,2024-03-31T16:00:00Z,45.0,7.9999999999999964,10.666666666666664,11.0,3,11.0
profile_1.csv,profile_1,2024-04-05T11:00:00Z,2024-04-05T12:15:00Z,75.0,13.5,10.8,11.0,5,11.0
profile_1.csv,profile_1,2024-04-08T15:00:00Z,2024-04-08T17:30:00Z,150.0,27.099999999999994,10.839999999999998,11.0,10,11.0
profile_1.csv,profile_1,2024-04-10T10:00:00Z,2024-04-10T10:15:00Z,15.0,1.5999999999999943,6.399999999999977,6.399999999999977,1,6.399999999999977
profile_1.csv,profile_1,2024-04-11T10:15:00Z,2024-04-11T10:30:00Z,15.0,1.2999999999999972,5.199999999999989,5.199999999999989,1,5.199999999999989
profile_1.csv,profile_1,2024-04-11T16:30:00Z,2024-04-11T19:30:00Z,180.0,32.900000000000006,10.966666666666669,11.0,12,11.0
profile_1.csv,profile_1,2024-04-14T09:15:00Z,2024-04-14T10:30:00Z,75.0,13.599999999999994,10.879999999999995,11.0,5,11.0
profile_1.csv,profile_1,2024-04-14T16:45:00Z,2024-04-14T20:00:00Z,195.0,33.400000000000006,10.27692307692308,11.0,13,11.0
profile_1.csv,profile_1,2024-04-16T07:15:00Z,2024-04-16T11:00:00Z,225.0,40.1,10.693333333333332,11.0,15,11.0
profile_1.csv,profile_1,2024-04-17T12:30:00Z,2024-04-17T13:45:00Z,75.0,12.900000000000006,10.320000000000004,11.0,5,11.0
profile_1.csv,profile_1,2024-04-18T14:30:00Z,2024-04-18T17:15:00Z,165.0,29.599999999999994,10.763636363636362,11.0,11,11.0
profile_1.csv,profile_1,2024-04-19T07:00:00Z,2024-04-19T10:30:00Z,210.0,31.599999999999994,9.028571428571428,11.0,14,11.0
profile_1.csv,profile_1,2024-04-19T14:00:00Z,2024-04-19T19:00:00Z,300.0,55.0,11.0,11.0,20,11.0
profile_1.csv,profile_1,2024-04-22T16:00:00Z,2024-04-22T17:00:00Z,60.0,7.1,7.1,10.690140845070422,4,10.690140845070422
profile_1.csv,profile_1,2024-04-23T14:00:00Z,2024-04-23T19:15:00Z,315.0,51.3,9.77142857142857,11.0,21,11.0
profile_1.csv,profile_1,2024-04-24T11:15:00Z,2024-04-24T11:45:00Z,30.0,3.0999999999999943,6.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-04-24T15:15:00Z,2024-04-24T16:00:00Z,45.0,7.900000000000006,10.53333333333334,11.0,3,11.0
profile_1.csv,profile_1,2024-04-24T20:45:00Z,2024-04-24T21:45:00Z,60.0,9.799999999999995,9.799999999999995,11.0,4,11.0
profile_1.csv,profile_1,2024-04-25T17:00:00Z,2024-04-25T17:30:00Z,30.0,5.5,11.0,11.0,2,11.0
profile_1.csv,profile_1,2024-04-25T18:45:00Z,2024-04-25T19:45:00Z,60.0,9.200000000000005,9.200000000000005,11.0,4,11.0
profile_1.csv,profile_1,2024-04-26T10:45:00Z,2024-04-26T11:30:00Z,45.0,5.599999999999994,7.466666666666659,11.0,3,11.0
profile_1.csv,profile_1,2024-04-26T16:15:00Z,2024-04-26T17:15:00Z,60.0,8.299999999999997,8.299999999999997,11.0,4,11.0
profile_1.csv,profile_1,2024-04-27T13:45:00Z,2024-04-27T14:45:00Z,60.0,8.400000000000006,8.400000000000006,11.0,4,11.0
profile_1.csv,profile_1,2024-04-28T11:15:00Z,2024-04-28T12:00:00Z,45.0,8.200000000000003,10.933333333333335,11.0,3,11.0
profile_1.csv,profile_1,2024-04-28T16:15:00Z,2024-04-28T16:45:00Z,30.0,3.4000000000000057,6.800000000000011,11.0,2,11.0
profile_1.csv,profile_1,2024-04-28T20:15:00Z,2024-04-28T21:15:00Z,60.0,10.200000000000005,10.200000000000005,11.0,4,11.0
profile_1.csv,profile_1,2024-04-29T14:30:00Z,2024-04-29T18:00:00Z,210.0,38.3,10.94285714285714,11.0,14,11.0
profile_1.csv,profile_1,2024-04-30T07:15:00Z,2024-04-30T09:45:00Z,150.0,25.90000000000001,10.360000000000005,11.0,10,11.0
profile_1.csv,profile_1,2024-05-01T07:30:00Z,2024-05-01T08:00:00Z,30.0,4.099999999999994,8.199999999999989,8.625,2,8.625
profile_1.csv,profile_1,2024-05-01T23:00:00Z,2024-05-01T23:45:00Z,45.0,7.900000000000006,10.53333333333334,11.0,3,11.0
profile_1.csv,profile_1,2024-05-02T14:15:00Z,2024-05-02T14:45:00Z,30.0,5.400000000000006,10.800000000000011,11.0,2,11.0
profile_1.csv,profile_1,2024-05-03T12:30:00Z,2024-05-03T13:00:00Z,30.0,5.0,10.0,11.0,2,11.0
profile_1.csv,profile_1,2024-05-05T09:30:00Z,2024-05-05T13:15:00Z,225.0,38.1,10.159999999999998,11.0,15,11.0
profile_1.csv,profile_1,2024-05-06T16:00:00Z,2024-05-06T17:00:00Z,60.0,7.099999999999994,7.099999999999994,8.625,4,8.625
profile_1.csv,profile_1,2024-05-08T17:30:00Z,2024-05-08T21:15:00Z,225.0,38.8,10.346666666666666,11.0,15,11.0
profile_1.csv,profile_1,2024-05-09T19:30:00Z,2024-05-09T20:45:00Z,75.0,11.799999999999995,9.439999999999998,11.0,5,11.0
profile_1.csv,profile_1,2024-05-10T15:00:00Z,2024-05-10T15:30:00Z,30.0,3.0999999999999943,6.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-05-13T12:30:00Z,2024-05-13T15:30:00Z,180.0,32.8,10.933333333333332,11.0,12,11.0
profile_1.csv,profile_1,2024-05-13T19:15:00Z,2024-05-13T19:45:00Z,30.0,4.3125,8.625,8.625,2,8.625
profile_1.csv,profile_1,2024-05-13T20:30:00Z,2024-05-13T21:30:00Z,60.0,9.200000000000005,9.200000000000005,11.0,4,11.0
profile_1.csv,profile_1,2024-05-14T06:45:00Z,2024-05-14T07:45:00Z,60.0,10.5,10.5,11.0,4,11.0
profile_1.csv,profile_1,2024-05-14T18:30:00Z,2024-05-14T20:45:00Z,135.0,23.3,10.355555555555554,11.0,9,11.0
profile_1.csv,profile_1,2024-05-15T16:45:00Z,2024-05-15T19:00:00Z,135.0,22.3,9.91111111111111,11.0,9,11.0
profile_1.csv,profile_1,2024-05-16T18:15:00Z,2024-05-16T21:00:00Z,165.0,27.599999999999994,10.036363636363632,11.0,11,11.0
profile_1.csv,profile_1,2024-05-18T07:15:00Z,2024-05-18T07:45:00Z,30.0,5.5,11.0,11.0,2,11.0
profile_1.csv,profile_1,2024-05-18T13:45:00Z,2024-05-18T15:45:00Z,120.0,20.5,10.25,11.0,8,11.0
profile_1.csv,profile_1,2024-05-18T18:15:00Z,2024-05-18T19:00:00Z,45.0,8.25,11.0,11.0,3,11.0
profile_1.csv,profile_1,2024-05-18T19:15:00Z,2024-05-18T21:30:00Z,135.0,23.8,10.577777777777776,11.0,9,11.0
profile_1.csv,profile_1,2024-05-21T14:00:00Z,2024-05-21T14:15:00Z,15.0,1.9000000000000057,7.600000000000023,7.600000000000023,1,7.600000000000023
profile_1.csv,profile_1,2024-05-21T15:30:00Z,2024-05-21T16:30:00Z,60.0,9.099999999999994,9.099999999999994,11.0,4,11.0
profile_1.csv,profile_1,2024-05-22T16:45:00Z,2024-05-22T21:45:00Z,300.0,52.900000000000006,10.580000000000002,11.0,20,11.0
profile_1.csv,profile_1,2024-05-23T20:45:00Z,2024-05-23T21:45:00Z,60.0,10.599999999999994,10.599999999999994,11.0,4,11.0
profile_1.csv,profile_1,2024-05-24T16:15:00Z,2024-05-24T17:15:00Z,60.0,9.0,9.0,10.125,4,10.125
profile_1.csv,profile_1,2024-05-25T14:30:00Z,2024-05-25T15:00:00Z,30.0,3.299999999999997,6.599999999999994,11.0,2,11.0
profile_1.csv,profile_1,2024-05-25T20:30:00Z,2024-05-25T21:30:00Z,60.0,7.200000000000006,7.200000000000006,11.0,4,11.0
profile_1.csv,profile_1,2024-05-27T12:45:00Z,2024-05-27T13:45:00Z,60.0,9.599999999999994,9.599999999999994,11.0,4,11.0
profile_1.csv,profile_1,2024-05-28T13:00:00Z,2024-05-28T13:15:00Z,15.0,1.7000000000000028,6.800000000000011,6.800000000000011,1,6.800000000000011
profile_1.csv,profile_1,2024-05-28T17:00:00Z,2024-05-28T18:00:00Z,60.0,6.3000000000000025,6.3000000000000025,8.625,4,8.625
profile_1.csv,profile_1,2024-05-30T16:00:00Z,2024-05-30T16:45:00Z,45.0,7.700000000000003,10.266666666666673,11.0,3,11.0
profile_1.csv,profile_1,2024-05-31T16:00:00Z,2024-05-31T17:15:00Z,75.0,9.5,7.6,8.625,5,8.625
profile_1.csv,profile_1,2024-06-01T16:00:00Z,2024-06-01T16:15:00Z,15.0,2.0,8.0,8.0,1,8.0
profile_1.csv,profile_1,2024-06-02T15:45:00Z,2024-06-02T16:30:00Z,45.0,7.700000000000003,10.266666666666673,11.0,3,11.0
profile_1.csv,profile_1,2024-06-03T16:15:00Z,2024-06-03T19:45:00Z,210.0,36.5,10.428571428571429,11.0,14,11.0
profile_1.csv,profile_1,2024-06-04T16:00:00Z,2024-06-04T16:30:00Z,30.0,2.4000000000000123,4.800000000000025,8.038834951456321,2,8.038834951456321
profile_1.csv,profile_1,2024-06-05T15:45:00Z,2024-06-05T16:00:00Z,15.0,2.200000000000003,8.800000000000011,8.800000000000011,1,8.800000000000011
profile_1.csv,profile_1,2024-06-05T19:45:00Z,2024-06-05T23:30:00Z,225.0,40.7,10.853333333333332,11.0,15,11.0
profile_1.csv,profile_1,2024-06-06T15:15:00Z,2024-06-06T17:30:00Z,135.0,21.42708333333333,9.523148148148149,11.0,9,11.0
profile_1.csv,profile_1,2024-06-13T15:00:00Z,2024-06-13T16:00:00Z,60.0,8.299999999999997,8.299999999999997,11.0,4,11.0
profile_1.csv,profile_1,2024-06-14T19:00:00Z,2024-06-14T19:30:00Z,30.0,3.299999999999997,6.599999999999994,11.0,2,11.0
profile_1.csv,profile_1,2024-06-17T06:00:00Z,2024-06-17T07:15:00Z,75.0,9.1,7.280000000000001,11.0,5,11.0
profile_1.csv,profile_1,2024-06-18T06:00:00Z,2024-06-18T07:15:00Z,75.0,9.2,7.359999999999999,11.0,5,11.0
profile_1.csv,profile_1,2024-06-18T11:30:00Z,2024-06-18T12:00:00Z,30.0,3.0,6.0,11.0,2,11.0
profile_1.csv,profile_1,2024-06-18T12:45:00Z,2024-06-18T13:15:00Z,30.0,3.200000000000003,6.400000000000006,11.0,2,11.0
profile_1.csv,profile_1,2024-06-18T16:00:00Z,2024-06-18T16:15:00Z,15.0,2.200000000000003,8.800000000000011,8.800000000000011,1,8.800000000000011
profile_1.csv,profile_1,2024-06-19T10:30:00Z,2024-06-19T11:15:00Z,45.0,8.099999999999994,10.799999999999992,11.0,3,11.0
profile_1.csv,profile_1,2024-06-19T15:45:00Z,2024-06-19T16:15:00Z,30.0,4.400000000000006,8.800000000000011,11.0,2,11.0
profile_1.csv,profile_1,2024-06-19T17:15:00Z,2024-06-19T17:45:00Z,30.0,4.099999999999994,8.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-06-19T20:15:00Z,2024-06-19T21:15:00Z,60.0,9.599999999999994,9.599999999999994,11.0,4,11.0
profile_1.csv,profile_1,2024-06-20T08:30:00Z,2024-06-20T08:45:00Z,15.0,1.7999999999999972,7.199999999999989,7.199999999999989,1,7.199999999999989
profile_1.csv,profile_1,2024-06-20T11:45:00Z,2024-06-20T12:00:00Z,15.0,2.0999999999999943,8.399999999999977,8.399999999999977,1,8.399999999999977
profile_1.csv,profile_1,2024-06-20T13:45:00Z,2024-06-20T14:00:00Z,15.0,1.5,6.0,6.0,1,6.0
profile_1.csv,profile_1,2024-06-20T16:45:00Z,2024-06-20T17:00:00Z,15.0,2.599999999999994,10.399999999999975,10.399999999999975,1,10.399999999999975
profile_1.csv,profile_1,2024-06-21T07:00:00Z,2024-06-21T08:00:00Z,60.0,10.200000000000005,10.200000000000005,11.0,4,11.0
profile_1.csv,profile_1,2024-06-21T17:00:00Z,2024-06-21T17:30:00Z,30.0,4.200000000000003,8.400000000000006,11.0,2,11.0
profile_1.csv,profile_1,2024-06-22T07:15:00Z,2024-06-22T07:30:00Z,15.0,1.2999999999999972,5.199999999999989,5.199999999999989,1,5.199999999999989
profile_1.csv,profile_1,2024-06-22T12:15:00Z,2024-06-22T12:45:00Z,30.0,4.599999999999994,9.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-06-23T09:30:00Z,2024-06-23T10:00:00Z,30.0,3.0999999999999943,6.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-06-23T11:45:00Z,2024-06-23T12:15:00Z,30.0,3.4000000000000057,6.800000000000011,11.0,2,11.0
profile_1.csv,profile_1,2024-06-23T14:30:00Z,2024-06-23T15:15:00Z,45.0,4.400000000000009,5.866666666666679,11.0,3,11.0
profile_1.csv,profile_1,2024-06-24T07:00:00Z,2024-06-24T08:00:00Z,60.0,9.200000000000005,9.200000000000005,11.0,4,11.0
profile_1.csv,profile_1,2024-06-25T09:00:00Z,2024-06-25T13:00:00Z,240.0,42.400000000000006,10.6,11.0,16,11.0
profile_1.csv,profile_1,2024-06-28T19:00:00Z,2024-06-29T00:00:00Z,300.0,52.0,10.4,11.0,20,11.0
profile_1.csv,profile_1,2024-07-01T15:00:00Z,2024-07-01T21:15:00Z,375.0,66.1,10.576,11.0,25,11.0
profile_1.csv,profile_1,2024-07-02T16:00:00Z,2024-07-02T16:45:00Z,45.0,6.5,8.666666666666666,11.0,3,11.0
profile_1.csv,profile_1,2024-07-03T13:45:00Z,2024-07-03T14:00:00Z,15.0,1.9000000000000057,7.600000000000023,7.600000000000023,1,7.600000000000023
profile_1.csv,profile_1,2024-07-04T15:15:00Z,2024-07-04T16:00:00Z,45.0,6.299999999999997,8.399999999999997,11.0,3,11.0
profile_1.csv,profile_1,2024-07-05T13:00:00Z,2024-07-05T14:15:00Z,75.0,8.899999999999999,7.119999999999999,8.625,5,8.625
profile_1.csv,profile_1,2024-07-05T18:00:00Z,2024-07-05T18:30:00Z,30.0,3.5999999999999943,7.199999999999989,11.0,2,11.0
profile_1.csv,profile_1,2024-07-06T09:00:00Z,2024-07-06T09:45:00Z,45.0,6.0,8.0,11.0,3,11.0
profile_1.csv,profile_1,2024-07-07T15:45:00Z,2024-07-07T16:15:00Z,30.0,4.200000000000003,8.400000000000006,11.0,2,11.0
profile_1.csv,profile_1,2024-07-08T14:45:00Z,2024-07-08T15:30:00Z,45.0,6.599999999999994,8.799999999999992,11.0,3,11.0
profile_1.csv,profile_1,2024-07-09T09:15:00Z,2024-07-09T10:15:00Z,60.0,8.599999999999994,8.599999999999994,11.0,4,11.0
profile_1.csv,profile_1,2024-07-09T17:00:00Z,2024-07-09T17:45:00Z,45.0,6.5,8.666666666666666,11.0,3,11.0
profile_1.csv,profile_1,2024-07-10T14:00:00Z,2024-07-10T14:15:00Z,15.0,1.5999999999999943,6.399999999999977,6.399999999999977,1,6.399999999999977
profile_1.csv,profile_1,2024-07-10T18:15:00Z,2024-07-10T18:45:00Z,30.0,5.299999999999997,10.599999999999994,11.0,2,11.0
